Precinct	Votes	votes|Rahm Emanuel	pct|Rahm Emanuel	votes|Jesus ''Chuy'' Garcia	pct|Jesus ''Chuy'' Garcia
40035	210	119	56.67	91	43.33
40036	307	183	59.61	124	40.39
40037	324	155	47.84	169	52.16
40038	376	180	47.87	196	52.13
40039	95	42	44.21	53	55.79
41001	384	234	60.94	150	39.06
41002	442	285	64.48	157	35.52
41003	340	193	56.76	147	43.24
41004	478	308	64.44	170	35.56
41005	428	275	64.25	153	35.75
41006	500	372	74.40	128	25.60
41007	470	326	69.36	144	30.64
41008	425	255	60.00	170	40.00
41009	391	220	56.27	171	43.73
41010	467	320	68.52	147	31.48
41011	445	271	60.90	174	39.10
41012	387	238	61.50	149	38.50
41013	444	266	59.91	178	40.09
41014	477	352	73.79	125	26.21
41015	477	298	62.47	179	37.53
41016	373	223	59.79	150	40.21
41017	415	284	68.43	131	31.57
41018	374	232	62.03	142	37.97
41019	438	290	66.21	148	33.79
41020	329	218	66.26	111	33.74
41021	390	276	70.77	114	29.23
41022	426	253	59.39	173	40.61
41023	420	281	66.90	139	33.10
41024	369	228	61.79	141	38.21
41025	203	117	57.64	86	42.36
41026	425	255	60.00	170	40.00
41027	276	184	66.67	92	33.33
41028	263	152	57.79	111	42.21
41029	214	150	70.09	64	29.91
41030	402	236	58.71	166	41.29
41031	456	325	71.27	131	28.73
41032	314	199	63.38	115	36.62
41033	354	213	60.17	141	39.83
41034	353	231	65.44	122	34.56
41035	457	285	62.36	172	37.64
41036	396	242	61.11	154	38.89
41037	438	273	62.33	165	37.67
41038	349	195	55.87	154	44.13
41039	416	275	66.11	141	33.89
41040	466	299	64.16	167	35.84
41041	428	282	65.89	146	34.11
41042	419	269	64.20	150	35.80
41043	413	269	65.13	144	34.87
41044	455	321	70.55	134	29.45
41045	343	200	58.31	143	41.69
41046	446	282	63.23	164	36.77
41047	398	255	64.07	143	35.93
42001	419	383	91.41	36	8.59
42002	262	202	77.10	60	22.90
42003	256	199	77.73	57	22.27
42004	463	388	83.80	75	16.20
42005	251	235	93.63	16	6.37
42006	447	341	76.29	106	23.71
42007	436	385	88.30	51	11.70
42008	347	289	83.29	58	16.71
42009	315	245	77.78	70	22.22
42010	287	242	84.32	45	15.68
42011	283	226	79.86	57	20.14
42012	312	271	86.86	41	13.14
42013	430	338	78.60	92	21.40
42014	298	268	89.93	30	10.07
42015	234	209	89.32	25	10.68
42016	303	238	78.55	65	21.45
42017	329	300	91.19	29	8.81
42018	248	210	84.68	38	15.32
42019	433	393	90.76	40	9.24
42020	239	209	87.45	30	12.55
42021	247	194	78.54	53	21.46
42022	181	167	92.27	14	7.73
42023	310	280	90.32	30	9.68
42024	371	318	85.71	53	14.29
42025	345	289	83.77	56	16.23
42026	348	300	86.21	48	13.79
42027	294	220	74.83	74	25.17
42028	424	333	78.54	91	21.46
42029	301	265	88.04	36	11.96
42030	369	328	88.89	41	11.11
42031	329	293	89.06	36	10.94
42032	255	227	89.02	28	10.98
42033	312	245	78.53	67	21.47
42034	401	369	92.02	32	7.98
42035	421	347	82.42	74	17.58
42036	338	285	84.32	53	15.68
42037	200	185	92.50	15	7.50
42038	295	264	89.49	31	10.51
42039	260	226	86.92	34	13.08
42040	320	280	87.50	40	12.50
42041	286	228	79.72	58	20.28
42042	346	290	83.82	56	16.18
43001	215	166	77.21	49	22.79
43002	349	301	86.25	48	13.75
43003	411	365	88.81	46	11.19
43004	345	310	89.86	35	10.14
43005	269	238	88.48	31	11.52
43006	253	204	80.63	49	19.37
43007	258	208	80.62	50	19.38
43008	296	241	81.42	55	18.58
43009	434	355	81.80	79	18.20
43010	406	348	85.71	58	14.29
43011	287	245	85.37	42	14.63
43012	220	187	85.00	33	15.00
43013	317	241	76.03	76	23.97
43014	403	364	90.32	39	9.68
43015	341	280	82.11	61	17.89
43016	321	264	82.24	57	17.76
43017	289	255	88.24	34	11.76
43018	382	329	86.13	53	13.87
43019	385	316	82.08	69	17.92
43020	393	307	78.12	86	21.88
43021	382	296	77.49	86	22.51
43022	205	157	76.59	48	23.41
43023	186	151	81.18	35	18.82
43024	246	203	82.52	43	17.48
43025	307	252	82.08	55	17.92
43026	285	248	87.02	37	12.98
43027	337	286	84.87	51	15.13
43028	428	374	87.38	54	12.62
43029	321	244	76.01	77	23.99
43030	354	286	80.79	68	19.21
43031	391	307	78.52	84	21.48
43032	353	298	84.42	55	15.58
43033	429	389	90.68	40	9.32
43034	276	224	81.16	52	18.84
43035	447	399	89.26	48	10.74
43036	120	74	61.67	46	38.33
43037	284	231	81.34	53	18.66
43038	399	373	93.48	26	6.52
43039	272	196	72.06	76	27.94
43040	194	134	69.07	60	30.93
43041	459	379	82.57	80	17.43
43042	312	248	79.49	64	20.51
43043	461	409	88.72	52	11.28
43044	337	288	85.46	49	14.54
43045	250	212	84.80	38	15.20
43046	180	153	85.00	27	15.00
44001	524	388	74.05	136	25.95
44002	317	251	79.18	66	20.82
44003	320	269	84.06	51	15.94
44004	410	334	81.46	76	18.54
44005	278	185	66.55	93	33.45
44006	311	247	79.42	64	20.58
44007	306	256	83.66	50	16.34
44008	361	262	72.58	99	27.42
44009	272	213	78.31	59	21.69
44010	279	226	81.00	53	19.00
44011	301	232	77.08	69	22.92
44012	372	281	75.54	91	24.46
44013	246	212	86.18	34	13.82
44014	268	216	80.60	52	19.40
44015	334	246	73.65	88	26.35
44016	336	257	76.49	79	23.51
44017	411	314	76.40	97	23.60
44018	314	245	78.03	69	21.97
44019	401	289	72.07	112	27.93
44020	216	140	64.81	76	35.19
44021	298	232	77.85	66	22.15
44022	371	287	77.36	84	22.64
44023	284	213	75.00	71	25.00
44024	323	243	75.23	80	24.77
44025	296	230	77.70	66	22.30
44026	280	202	72.14	78	27.86
44027	358	273	76.26	85	23.74
44028	320	228	71.25	92	28.75
44029	304	225	74.01	79	25.99
44030	325	241	74.15	84	25.85
44031	243	188	77.37	55	22.63
44032	330	244	73.94	86	26.06
44033	255	176	69.02	79	30.98
44034	364	268	73.63	96	26.37
44035	444	355	79.95	89	20.05
44036	286	222	77.62	64	22.38
44037	339	244	71.98	95	28.02
44038	268	212	79.10	56	20.90
44039	278	229	82.37	49	17.63
44040	300	230	76.67	70	23.33
44041	340	258	75.88	82	24.12
45001	261	140	53.64	121	46.36
45002	283	151	53.36	132	46.64
45003	294	176	59.86	118	40.14
45004	408	229	56.13	179	43.87
45005	378	236	62.43	142	37.57
45006	445	281	63.15	164	36.85
45007	484	281	58.06	203	41.94
45008	328	164	50.00	164	50.00
45009	330	169	51.21	161	48.79
45010	389	188	48.33	201	51.67
45011	258	117	45.35	141	54.65
45012	320	164	51.25	156	48.75
45013	351	193	54.99	158	45.01
45014	424	262	61.79	162	38.21
45015	470	268	57.02	202	42.98
45016	318	194	61.01	124	38.99
45017	376	235	62.50	141	37.50
45018	356	209	58.71	147	41.29
45019	174	112	64.37	62	35.63
45020	221	126	57.01	95	42.99
45021	333	206	61.86	127	38.14
45022	324	201	62.04	123	37.96
45023	360	223	61.94	137	38.06
45024	325	192	59.08	133	40.92
45025	285	173	60.70	112	39.30
45026	191	113	59.16	78	40.84
45027	315	187	59.37	128	40.63
45028	274	167	60.95	107	39.05
45029	226	141	62.39	85	37.61
45030	305	183	60.00	122	40.00
45031	289	182	62.98	107	37.02
45032	321	187	58.26	134	41.74
45033	236	150	63.56	86	36.44
45034	369	220	59.62	149	40.38
45035	422	257	60.90	165	39.10
45036	400	240	60.00	160	40.00
45037	325	201	61.85	124	38.15
45038	288	173	60.07	115	39.93
45039	324	197	60.80	127	39.20
45040	363	238	65.56	125	34.44
45041	339	207	61.06	132	38.94
45042	399	254	63.66	145	36.34
45043	427	250	58.55	177	41.45
45044	378	245	64.81	133	35.19
45045	243	140	57.61	103	42.39
45046	263	158	60.08	105	39.92
45047	284	164	57.75	120	42.25
45048	292	197	67.47	95	32.53
46001	311	174	55.95	137	44.05
46002	329	207	62.92	122	37.08
46003	457	353	77.24	104	22.76
46004	367	235	64.03	132	35.97
46005	297	221	74.41	76	25.59
46006	315	184	58.41	131	41.59
46007	492	352	71.54	140	28.46
46008	282	149	52.84	133	47.16
46009	324	218	67.28	106	32.72
46010	329	233	70.82	96	29.18
46011	322	218	67.70	104	32.30
46012	318	177	55.66	141	44.34
46013	317	218	68.77	99	31.23
46014	428	217	50.70	211	49.30
46015	347	252	72.62	95	27.38
46016	357	201	56.30	156	43.70
46017	432	310	71.76	122	28.24
46018	311	219	70.42	92	29.58
46019	263	198	75.29	65	24.71
46020	351	200	56.98	151	43.02
46021	226	135	59.73	91	40.27
46022	289	115	39.79	174	60.21
46023	284	175	61.62	109	38.38
46024	376	283	75.27	93	24.73
46025	350	185	52.86	165	47.14
46026	280	166	59.29	114	40.71
46027	329	213	64.74	116	35.26
46028	421	309	73.40	112	26.60
46029	304	208	68.42	96	31.58
46030	334	191	57.19	143	42.81
46031	292	197	67.47	95	32.53
46032	416	214	51.44	202	48.56
46033	358	283	79.05	75	20.95
46034	346	221	63.87	125	36.13
46035	410	266	64.88	144	35.12
46036	364	273	75.00	91	25.00
46037	247	159	64.37	88	35.63
46038	299	180	60.20	119	39.80
46039	316	249	78.80	67	21.20
46040	297	165	55.56	132	44.44
47001	191	133	69.63	58	30.37
47002	418	290	69.38	128	30.62
47003	460	352	76.52	108	23.48
47004	398	272	68.34	126	31.66
47005	340	222	65.29	118	34.71
47006	326	237	72.70	89	27.30
47007	304	183	60.20	121	39.80
47008	400	291	72.75	109	27.25
47009	260	160	61.54	100	38.46
47010	336	190	56.55	146	43.45
47011	276	210	76.09	66	23.91
47012	360	221	61.39	139	38.61
47013	328	178	54.27	150	45.73
47014	321	218	67.91	103	32.09
47015	350	142	40.57	208	59.43
47016	383	235	61.36	148	38.64
47017	317	201	63.41	116	36.59
47018	345	251	72.75	94	27.25
47019	357	185	51.82	172	48.18
47020	355	202	56.90	153	43.10
47021	301	181	60.13	120	39.87
47022	386	229	59.33	157	40.67
47023	357	179	50.14	178	49.86
47024	307	204	66.45	103	33.55
47025	345	222	64.35	123	35.65
47026	360	193	53.61	167	46.39
47027	282	184	65.25	98	34.75
47028	351	217	61.82	134	38.18
47029	333	223	66.97	110	33.03
47030	351	202	57.55	149	42.45
47031	317	161	50.79	156	49.21
47032	357	199	55.74	158	44.26
47033	343	272	79.30	71	20.70
47034	403	253	62.78	150	37.22
47035	318	221	69.50	97	30.50
47036	359	207	57.66	152	42.34
47037	361	223	61.77	138	38.23
47038	318	201	63.21	117	36.79
47039	370	252	68.11	118	31.89
47040	372	229	61.56	143	38.44
47041	401	246	61.35	155	38.65
47042	289	133	46.02	156	53.98
47043	305	213	69.84	92	30.16
47044	355	267	75.21	88	24.79
47045	359	215	59.89	144	40.11
47046	329	197	59.88	132	40.12
47047	344	231	67.15	113	32.85
47048	51	42	82.35	9	17.65
48001	300	149	49.67	151	50.33
48002	203	142	69.95	61	30.05
48003	328	179	54.57	149	45.43
48004	301	187	62.13	114	37.87
48005	250	160	64.00	90	36.00
48006	348	215	61.78	133	38.22
48007	333	184	55.26	149	44.74
48008	276	184	66.67	92	33.33
48009	275	187	68.00	88	32.00
48010	427	225	52.69	202	47.31
48011	303	179	59.08	124	40.92
48012	371	229	61.73	142	38.27
48013	470	313	66.60	157	33.40
48014	228	160	70.18	68	29.82
48015	207	128	61.84	79	38.16
48016	302	156	51.66	146	48.34
48017	326	188	57.67	138	42.33
48018	314	213	67.83	101	32.17
48019	260	156	60.00	104	40.00
48020	369	175	47.43	194	52.57
48021	378	219	57.94	159	42.06
48022	372	253	68.01	119	31.99
48023	461	280	60.74	181	39.26
48024	345	205	59.42	140	40.58
48025	345	201	58.26	144	41.74
48026	184	112	60.87	72	39.13
48027	276	151	54.71	125	45.29
48028	423	293	69.27	130	30.73
48029	233	184	78.97	49	21.03
48030	292	153	52.40	139	47.60
48031	359	183	50.97	176	49.03
48032	258	125	48.45	133	51.55
48033	253	194	76.68	59	23.32
48034	308	162	52.60	146	47.40
48035	274	184	67.15	90	32.85
48036	265	180	67.92	85	32.08
48037	306	137	44.77	169	55.23
48038	390	250	64.10	140	35.90
48039	317	205	64.67	112	35.33
48040	287	143	49.83	144	50.17
48041	296	150	50.68	146	49.32
48042	327	160	48.93	167	51.07
48043	357	209	58.54	148	41.46
48044	366	197	53.83	169	46.17
48045	220	111	50.45	109	49.55
48046	243	153	62.96	90	37.04
49001	189	102	53.97	87	46.03
49002	220	111	50.45	109	49.55
49003	361	168	46.54	193	53.46
49004	355	147	41.41	208	58.59
49005	368	203	55.16	165	44.84
49006	264	122	46.21	142	53.79
49007	288	148	51.39	140	48.61
49008	266	143	53.76	123	46.24
49009	311	147	47.27	164	52.73
49010	347	153	44.09	194	55.91
49011	380	175	46.05	205	53.95
49012	398	177	44.47	221	55.53
49013	405	194	47.90	211	52.10
49014	306	177	57.84	129	42.16
49015	228	107	46.93	121	53.07
49016	350	204	58.29	146	41.71
49017	277	153	55.23	124	44.77
49018	420	178	42.38	242	57.62
49019	272	134	49.26	138	50.74
49020	456	200	43.86	256	56.14
49021	225	125	55.56	100	44.44
49022	368	168	45.65	200	54.35
49023	324	131	40.43	193	59.57
49024	252	132	52.38	120	47.62
49025	376	174	46.28	202	53.72
49026	384	193	50.26	191	49.74
49027	335	141	42.09	194	57.91
49028	338	149	44.08	189	55.92
49029	352	152	43.18	200	56.82
49030	322	154	47.83	168	52.17
49031	256	160	62.50	96	37.50
49032	325	180	55.38	145	44.62
49033	280	125	44.64	155	55.36
50001	323	245	75.85	78	24.15
50002	180	117	65.00	63	35.00
50003	279	194	69.53	85	30.47
50004	316	182	57.59	134	42.41
50005	264	192	72.73	72	27.27
50006	311	172	55.31	139	44.69
50007	369	194	52.57	175	47.43
50008	263	134	50.95	129	49.05
50009	248	132	53.23	116	46.77
50010	317	220	69.40	97	30.60
50011	252	207	82.14	45	17.86
50012	158	134	84.81	24	15.19
50013	243	99	40.74	144	59.26
50014	106	81	76.42	25	23.58
50015	365	204	55.89	161	44.11
50016	123	97	78.86	26	21.14
50017	226	134	59.29	92	40.71
50018	88	82	93.18	6	6.82
50019	200	71	35.50	129	64.50
50020	318	129	40.57	189	59.43
50021	234	120	51.28	114	48.72
50022	249	169	67.87	80	32.13
50023	241	158	65.56	83	34.44
50024	320	246	76.88	74	23.13
50025	320	239	74.69	81	25.31
50026	272	131	48.16	141	51.84
50027	88	73	82.95	15	17.05
50028	313	154	49.20	159	50.80
50029	218	91	41.74	127	58.26
50030	209	106	50.72	103	49.28
50031	286	131	45.80	155	54.20
50032	256	123	48.05	133	51.95
50033	282	224	79.43	58	20.57
50034	386	235	60.88	151	39.12
50035	329	167	50.76	162	49.24
50036	281	148	52.67	133	47.33
50037	281	159	56.58	122	43.42
50038	170	131	77.06	39	22.94
50039	209	146	69.86	63	30.14
50040	368	278	75.54	90	24.46
